instructionsLoop.thisRepN,instructionsLoop.thisTrialN,instructionsLoop.thisN,instructionsLoop.thisIndex,instructionsLoop.ran,participant,date,expName,psychopyVersion,OS,frameRate,browser,xResolution,yResolution,fix_onset,tprac,practiceKey.keys,practiceKey.rt,pracitem_chosen_name,acc_practice,P1_onsetPrac,P2_onsetPrac,onsetFeedbPrac,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,practiceTrials.ran,P1,P2,Block,LocItem1,LocItem2,NameItem1,NameItem2,key_respAC_prac.keys,key_respAC_prac.corr,key_respAC_prac.rt,AC_acc,Attentions.thisRepN,Attentions.thisTrialN,Attentions.thisN,Attentions.thisIndex,Attentions.ran,Stim,Loc1,Loc2,Loc3,Loc4,CorrAns,keyDisturbed.keys,keyDisturbed.rt,repPractice.thisRepN,repPractice.thisTrialN,repPractice.thisN,repPractice.thisIndex,repPractice.ran,fixcross_onsetMain,trialNumber,key_resp.keys,key_resp.rt,item_chosen_name,item_chosen_value,item_chosen_ID,diff_chosen_minus_reject,acc_real,acc_feedback,P1_onset,P2_onset,feedb_onset,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Trial,ValueP1,ValueP2,P1name,P2name,P1Loc,P2Loc,P1id,P2id,Micro_categoryP1,Macro_categoryP1,Micro_categoryP2,Macro_categoryP2,ID_sequenceP1,ID_sequenceP2,InverseFb,pNumber,repBlocks.thisRepN,repBlocks.thisTrialN,repBlocks.thisN,repBlocks.thisIndex,repBlocks.ran,key_respAC.keys,key_respAC.corr,key_respAC.rt,trials_AC.thisRepN,trials_AC.thisTrialN,trials_AC.thisN,trials_AC.thisIndex,trials_AC.ran
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,157.88732,17,right,0.378045,hat           ,6,8,1,1,1,157.92203,157.92203,160.421175,0,16,16,16,1,17,5,6,giraffe     ,hat           ,html/resources/sequences_IDs/B/03_giraffe.jpg,html/resources/sequences_IDs/A/08_hat.jpg,3,8,1,1,3,2,2,6,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,161.523115,18,right,0.98996,seaturtle     ,4,2,2,1,3,161.54036,161.54036,164.039575,0,17,17,17,1,18,2,4,peacock       ,seaturtle     ,html/resources/sequences_IDs/A/05_peacock.jpg,html/resources/sequences_IDs/A/02_seaturtle.jpg,5,2,2,1,2,1,4,1,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,164.64303,19,right,0.971115,peacock       ,2,5,-1,0,1,164.67684,164.67684,167.17422,0,18,18,18,1,19,3,2,phone       ,peacock       ,html/resources/sequences_IDs/B/09_phone.jpg,html/resources/sequences_IDs/A/05_peacock.jpg,9,5,4,2,2,1,7,4,1,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,168.279085,20,left,0.96632,hat           ,6,8,3,1,3,168.298645,168.298645,170.7927,0,19,19,19,1,20,6,3,hat           ,phone       ,html/resources/sequences_IDs/A/08_hat.jpg,html/resources/sequences_IDs/B/09_phone.jpg,8,9,3,2,4,2,6,7,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,171.409985,21,right,1.30798,hat           ,6,8,-1,0,0,171.44426,171.44426,173.9438,0,20,20,20,1,21,7,6,sport_tshirt,hat           ,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,html/resources/sequences_IDs/A/08_hat.jpg,7,8,3,2,3,2,5,6,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,175.04616,22,left,1.011625,phone       ,3,9,-1,0,0,175.064935,175.064935,177.56224,0,21,21,21,1,22,3,4,phone       ,seaturtle     ,html/resources/sequences_IDs/B/09_phone.jpg,html/resources/sequences_IDs/A/02_seaturtle.jpg,9,2,4,2,2,1,7,1,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,178.66404,23,right,0.78716,clownfish     ,8,4,1,1,1,178.69732,178.69732,181.716655,0,22,22,22,1,23,7,8,sport_tshirt,clownfish     ,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,html/resources/sequences_IDs/A/04_clownfish.jpg,7,4,3,2,2,1,5,3,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,182.816155,24,right,0.877105,phone       ,3,9,1,1,1,182.85202,182.85202,185.34884,0,23,23,23,1,24,2,3,peacock       ,phone       ,html/resources/sequences_IDs/A/05_peacock.jpg,html/resources/sequences_IDs/B/09_phone.jpg,5,9,2,1,4,2,4,7,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,186.452555,25,left,1.159745,radio       ,1,10,-2,0,3,186.46991,186.46991,188.967,0,24,24,24,1,25,1,3,radio       ,phone       ,html/resources/sequences_IDs/B/10_radio.jpg,html/resources/sequences_IDs/B/09_phone.jpg,10,9,4,2,4,2,8,7,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,189.56806,26,right,0.907545,peacock       ,2,5,-5,0,3,189.58565,189.58565,192.085155,0,25,25,25,1,26,7,2,sport_tshirt,peacock       ,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,html/resources/sequences_IDs/A/05_peacock.jpg,7,5,3,2,2,1,5,4,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,192.68705,27,right,0.820865,giraffe     ,5,3,-1,0,0,192.72005,192.72005,195.2198,0,26,26,26,1,27,6,5,hat           ,giraffe     ,html/resources/sequences_IDs/A/08_hat.jpg,html/resources/sequences_IDs/B/03_giraffe.jpg,8,3,3,2,1,1,6,2,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,196.321965,28,left,0.49257,phone       ,3,9,-2,0,3,196.338355,196.338355,198.83805,0,27,27,27,1,28,3,5,phone       ,giraffe     ,html/resources/sequences_IDs/B/09_phone.jpg,html/resources/sequences_IDs/B/03_giraffe.jpg,9,3,4,2,1,1,7,2,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,199.439575,29,left,0.741455,radio       ,1,10,-1,0,1,199.474325,199.474325,201.972685,0,28,28,28,1,29,1,2,radio       ,peacock       ,html/resources/sequences_IDs/B/10_radio.jpg,html/resources/sequences_IDs/A/05_peacock.jpg,10,5,4,2,2,1,8,4,1,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,203.075855,30,right,0.640015,clownfish     ,8,4,5,1,3,203.091755,203.091755,205.590975,0,29,29,29,1,30,3,8,phone       ,clownfish     ,html/resources/sequences_IDs/B/09_phone.jpg,html/resources/sequences_IDs/A/04_clownfish.jpg,9,4,4,2,2,1,7,3,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,206.19188,31,right,0.89437,peacock       ,2,5,-2,0,3,206.209785,206.209785,208.709075,0,30,30,30,1,31,4,2,seaturtle     ,peacock       ,html/resources/sequences_IDs/A/02_seaturtle.jpg,html/resources/sequences_IDs/A/05_peacock.jpg,2,5,2,1,2,1,1,4,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,209.312825,32,left,0.67885,hat           ,6,8,1,1,1,209.34717,209.34717,211.84377,0,31,31,31,1,32,6,5,hat           ,giraffe     ,html/resources/sequences_IDs/A/08_hat.jpg,html/resources/sequences_IDs/B/03_giraffe.jpg,8,3,3,2,1,1,6,2,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,212.94809,33,right,0.57649,clownfish     ,8,4,1,1,1,212.96592,212.96592,215.462245,0,32,32,32,1,33,7,8,sport_tshirt,clownfish     ,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,html/resources/sequences_IDs/A/04_clownfish.jpg,7,4,3,2,2,1,5,3,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,216.56411,34,left,0.871195,phone       ,3,9,1,1,1,216.58098,216.58098,219.0802,0,33,33,33,1,34,3,2,phone       ,peacock       ,html/resources/sequences_IDs/B/09_phone.jpg,html/resources/sequences_IDs/A/05_peacock.jpg,9,5,4,2,2,1,7,4,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,220.18147,35,right,1.16135,phone       ,3,9,-4,0,3,220.215525,220.215525,222.71515,0,34,34,34,1,35,7,3,sport_tshirt,phone       ,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,html/resources/sequences_IDs/B/09_phone.jpg,7,9,3,2,4,2,5,7,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,223.31709,36,left,0.956825,clownfish     ,8,4,1,1,1,223.334045,223.334045,225.833255,0,35,35,35,1,36,8,7,clownfish     ,sport_tshirt,html/resources/sequences_IDs/A/04_clownfish.jpg,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,4,7,2,1,3,2,3,5,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,226.93691,37,right,1.149,seaturtle     ,4,2,3,1,3,226.97159,226.97159,229.468115,0,36,36,36,1,37,1,4,radio       ,seaturtle     ,html/resources/sequences_IDs/B/10_radio.jpg,html/resources/sequences_IDs/A/02_seaturtle.jpg,10,2,4,2,2,1,8,1,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,230.069065,38,left,0.66319,clownfish     ,8,4,4,1,3,230.086885,230.086885,232.586215,0,37,37,37,1,38,8,4,clownfish     ,seaturtle     ,html/resources/sequences_IDs/A/04_clownfish.jpg,html/resources/sequences_IDs/A/02_seaturtle.jpg,4,2,2,1,2,1,3,1,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,233.1877,39,right,0.94505,hat           ,6,8,3,1,3,233.22117,233.22117,235.72089,0,38,38,38,1,39,3,6,phone       ,hat           ,html/resources/sequences_IDs/B/09_phone.jpg,html/resources/sequences_IDs/A/08_hat.jpg,9,8,4,2,3,2,7,6,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,236.32199,40,right,1.1945,seaturtle     ,4,2,-3,0,3,236.33922,236.33922,238.838985,0,39,39,39,1,40,7,4,sport_tshirt,seaturtle     ,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,html/resources/sequences_IDs/A/02_seaturtle.jpg,7,2,3,2,2,1,5,1,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,239.44065,41,right,0.74806,clownfish     ,8,4,2,1,3,239.47458,239.47458,241.973575,0,40,40,40,1,41,6,8,hat           ,clownfish     ,html/resources/sequences_IDs/A/08_hat.jpg,html/resources/sequences_IDs/A/04_clownfish.jpg,8,4,3,2,2,1,6,3,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,242.57508,42,left,0.88717,radio       ,1,10,-5,0,3,242.610895,242.610895,245.10842,0,41,41,41,1,42,1,6,radio       ,hat           ,html/resources/sequences_IDs/B/10_radio.jpg,html/resources/sequences_IDs/A/08_hat.jpg,10,8,4,2,3,2,8,6,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,245.726695,43,right,0.983045,peacock       ,2,5,-4,0,3,245.743895,245.743895,248.693835,0,42,42,42,1,43,6,2,hat           ,peacock       ,html/resources/sequences_IDs/A/08_hat.jpg,html/resources/sequences_IDs/A/05_peacock.jpg,8,5,3,2,2,1,6,4,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,249.312155,44,right,0.73057,clownfish     ,8,4,4,1,3,249.329155,249.329155,251.827985,0,43,43,43,1,44,4,8,seaturtle     ,clownfish     ,html/resources/sequences_IDs/A/02_seaturtle.jpg,html/resources/sequences_IDs/A/04_clownfish.jpg,2,4,2,1,2,1,1,3,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,252.429795,45,right,1.02046,clownfish     ,8,4,3,1,3,252.465585,252.465585,254.96261,0,44,44,44,1,45,5,8,giraffe     ,clownfish     ,html/resources/sequences_IDs/B/03_giraffe.jpg,html/resources/sequences_IDs/A/04_clownfish.jpg,3,4,1,1,2,1,2,3,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,255.56457,46,left,0.631145,clownfish     ,8,4,5,1,3,255.59806,255.59806,258.097325,0,45,45,45,1,46,8,3,clownfish     ,phone       ,html/resources/sequences_IDs/A/04_clownfish.jpg,html/resources/sequences_IDs/B/09_phone.jpg,4,9,2,1,4,2,3,7,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,258.699505,47,left,0.741245,clownfish     ,8,4,1,1,1,258.73356,258.73356,261.232145,0,46,46,46,1,47,8,7,clownfish     ,sport_tshirt,html/resources/sequences_IDs/A/04_clownfish.jpg,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,4,7,2,1,3,2,3,5,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,262.33605,48,right,1.02047,radio       ,1,10,-2,0,3,262.372535,262.372535,264.866925,0,47,47,47,1,48,3,1,phone       ,radio       ,html/resources/sequences_IDs/B/09_phone.jpg,html/resources/sequences_IDs/B/10_radio.jpg,9,10,4,2,4,2,7,8,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,265.47072,49,right,0.99905,giraffe     ,5,3,3,1,3,265.503185,265.503185,268.00178,0,48,48,48,1,49,2,5,peacock       ,giraffe     ,html/resources/sequences_IDs/A/05_peacock.jpg,html/resources/sequences_IDs/B/03_giraffe.jpg,5,3,2,1,1,1,4,2,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,268.602775,50,left,1.10655,sport_tshirt,7,7,6,1,3,268.620775,268.620775,271.136495,0,49,49,49,1,50,7,1,sport_tshirt,radio       ,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,html/resources/sequences_IDs/B/10_radio.jpg,7,10,3,2,4,2,5,8,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,271.73819,51,left,1.1446,phone       ,3,9,-1,0,0,271.77156,271.77156,274.271085,0,50,50,50,1,51,3,4,phone       ,seaturtle     ,html/resources/sequences_IDs/B/09_phone.jpg,html/resources/sequences_IDs/A/02_seaturtle.jpg,9,2,4,2,2,1,7,1,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,275.373095,52,right,1.26033,phone       ,3,9,-1,0,0,275.39003,275.39003,277.889365,0,51,51,51,1,52,4,3,seaturtle     ,phone       ,html/resources/sequences_IDs/A/02_seaturtle.jpg,html/resources/sequences_IDs/B/09_phone.jpg,2,9,2,1,4,2,1,7,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,278.993285,53,left,0.658565,hat           ,6,8,1,1,0,279.009025,279.009025,281.50758,0,52,52,52,1,53,6,5,hat           ,giraffe     ,html/resources/sequences_IDs/A/08_hat.jpg,html/resources/sequences_IDs/B/03_giraffe.jpg,8,3,3,2,1,1,6,2,1,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,282.608635,54,right,0.83442,peacock       ,2,5,1,1,1,282.62657,282.62657,285.125865,0,53,53,53,1,54,1,2,radio       ,peacock       ,html/resources/sequences_IDs/B/10_radio.jpg,html/resources/sequences_IDs/A/05_peacock.jpg,10,5,4,2,2,1,8,4,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,286.22761,55,right,0.771135,sport_tshirt,7,7,1,1,0,286.26131,286.26131,288.760765,0,54,54,54,1,55,6,7,hat           ,sport_tshirt,html/resources/sequences_IDs/A/08_hat.jpg,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,8,7,3,2,3,2,6,5,1,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,289.862725,56,left,0.553515,peacock       ,2,5,-6,0,3,289.896,289.896,292.3956,0,55,55,55,1,56,2,8,peacock       ,clownfish     ,html/resources/sequences_IDs/A/05_peacock.jpg,html/resources/sequences_IDs/A/04_clownfish.jpg,5,4,2,1,2,1,4,3,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,292.99814,57,right,0.648025,seaturtle     ,4,2,-2,0,3,293.03138,293.03138,295.53047,0,56,56,56,1,57,6,4,hat           ,seaturtle     ,html/resources/sequences_IDs/A/08_hat.jpg,html/resources/sequences_IDs/A/02_seaturtle.jpg,8,2,3,2,2,1,6,1,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,296.131415,58,right,0.75632,peacock       ,2,5,-3,0,3,296.14901,296.14901,298.648675,0,57,57,57,1,58,5,2,giraffe     ,peacock       ,html/resources/sequences_IDs/B/03_giraffe.jpg,html/resources/sequences_IDs/A/05_peacock.jpg,3,5,1,1,2,1,2,4,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,299.25093,59,right,0.9286,phone       ,3,9,-1,0,0,299.284635,299.284635,301.78322,0,58,58,58,1,59,4,3,seaturtle     ,phone       ,html/resources/sequences_IDs/A/02_seaturtle.jpg,html/resources/sequences_IDs/B/09_phone.jpg,2,9,2,1,4,2,1,7,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,302.88578,60,left,0.816185,hat           ,6,8,-1,0,0,302.92225,302.92225,305.418085,0,59,59,59,1,60,6,7,hat           ,sport_tshirt,html/resources/sequences_IDs/A/08_hat.jpg,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,8,7,3,2,3,2,6,5,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,306.521205,61,right,0.73782,clownfish     ,8,4,1,1,0,306.55394,306.55394,309.052995,0,60,60,60,1,61,7,8,sport_tshirt,clownfish     ,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,html/resources/sequences_IDs/A/04_clownfish.jpg,7,4,3,2,2,1,5,3,1,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,310.156585,62,left,0.740005,phone       ,3,9,-1,0,1,310.191835,310.191835,312.687985,0,61,61,61,1,62,3,4,phone       ,seaturtle     ,html/resources/sequences_IDs/B/09_phone.jpg,html/resources/sequences_IDs/A/02_seaturtle.jpg,9,2,4,2,2,1,7,1,1,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,313.78983,63,left,1.30043,giraffe     ,5,3,-1,0,0,313.82333,313.82333,316.322905,0,62,62,62,1,63,5,6,giraffe     ,hat           ,html/resources/sequences_IDs/B/03_giraffe.jpg,html/resources/sequences_IDs/A/08_hat.jpg,3,8,1,1,3,2,2,6,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,317.425045,64,right,0.575405,clownfish     ,8,4,7,1,3,317.458435,317.458435,319.95791,0,63,63,63,1,64,1,8,radio       ,clownfish     ,html/resources/sequences_IDs/B/10_radio.jpg,html/resources/sequences_IDs/A/04_clownfish.jpg,10,4,4,2,2,1,8,3,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,320.57556,65,right,0.72841,sport_tshirt,7,7,4,1,3,320.60977,320.60977,323.10912,0,64,64,64,1,65,3,7,phone       ,sport_tshirt,html/resources/sequences_IDs/B/09_phone.jpg,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,9,7,4,2,3,2,7,5,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,323.710805,66,left,0.77592,sport_tshirt,7,7,1,1,1,323.745015,323.745015,326.360495,0,65,65,65,1,66,7,6,sport_tshirt,hat           ,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,html/resources/sequences_IDs/A/08_hat.jpg,7,8,3,2,3,2,5,6,0,61,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h22.47.286,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,327.464175,67,left,1.168815,peacock       ,2,5,1,1,1,327.49747,327.49747,329.995735,0,66,66,66,1,67,2,1,peacock       ,radio       ,html/resources/sequences_IDs/A/05_peacock.jpg,html/resources/sequences_IDs/B/10_radio.jpg,5,10,2,1,4,2,4,8,0,61,,,,,,,,,,,,,
