instructionsLoop.thisRepN,instructionsLoop.thisTrialN,instructionsLoop.thisN,instructionsLoop.thisIndex,instructionsLoop.ran,participant,date,expName,psychopyVersion,OS,frameRate,browser,xResolution,yResolution,fix_onset,tprac,practiceKey.keys,practiceKey.rt,pracitem_chosen_name,acc_practice,P1_onsetPrac,P2_onsetPrac,onsetFeedbPrac,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,practiceTrials.ran,P1,P2,Block,LocItem1,LocItem2,NameItem1,NameItem2,key_respAC_prac.keys,key_respAC_prac.corr,key_respAC_prac.rt,AC_acc,Attentions.thisRepN,Attentions.thisTrialN,Attentions.thisN,Attentions.thisIndex,Attentions.ran,Stim,Loc1,Loc2,Loc3,Loc4,CorrAns,keyDisturbed.keys,keyDisturbed.rt,repPractice.thisRepN,repPractice.thisTrialN,repPractice.thisN,repPractice.thisIndex,repPractice.ran,fixcross_onsetMain,trialNumber,key_resp.keys,item_chosen_name,item_chosen_value,item_chosen_ID,diff_chosen_minus_reject,key_resp.rt,acc_real,acc_feedback,P1_onset,P2_onset,feedb_onset,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Trial,ValueP1,ValueP2,P1name,P2name,P1Loc,P2Loc,P1id,P2id,Micro_categoryP1,Macro_categoryP1,Micro_categoryP2,Macro_categoryP2,ID_sequenceP1,ID_sequenceP2,InverseFb,pNumber,repBlocks.thisRepN,repBlocks.thisTrialN,repBlocks.thisN,repBlocks.thisIndex,repBlocks.ran,key_respAC.keys,key_respAC.corr,key_respAC.rt,trials_AC.thisRepN,trials_AC.thisTrialN,trials_AC.thisN,trials_AC.thisIndex,trials_AC.ran,Bonus,BonusLoop.thisRepN,BonusLoop.thisTrialN,BonusLoop.thisN,BonusLoop.thisIndex,BonusLoop.ran,comments
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1176.07751,145,right,camel         ,8,3,3,0.861695,1,3,1176.112215,1176.112215,1178.608985,0,67,67,67,1,145,5,8,sport_tshirt,camel         ,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,html/resources/sequences_IDs/A/03_camel.jpg,7,3,3,2,1,1,6,2,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1179.228345,146,NaN,No_response,NaN,NaN,NaN,NaN,2,2,1179.244095,1179.244095,1181.809855,0,68,68,68,1,146,3,2,redfox      ,scarf         ,html/resources/sequences_IDs/B/01_redfox.jpg,html/resources/sequences_IDs/A/06_scarf.jpg,1,6,1,1,3,2,1,5,1,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1182.91124,147,right,clownfish     ,6,4,-1,0.40149,0,0,1182.947085,1182.947085,1185.444375,0,69,69,69,1,147,7,6,phone       ,clownfish     ,html/resources/sequences_IDs/B/09_phone.jpg,html/resources/sequences_IDs/A/04_clownfish.jpg,9,4,4,2,2,1,7,3,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1186.57874,148,right,phone       ,7,9,2,0.52271,1,3,1186.618865,1186.618865,1189.112095,0,70,70,70,1,148,5,7,sport_tshirt,phone       ,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,html/resources/sequences_IDs/B/09_phone.jpg,7,9,3,2,4,2,6,7,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1189.71337,149,left,clownfish     ,6,4,1,0.984655,1,1,1189.731965,1189.731965,1192.23068,0,71,71,71,1,149,6,5,clownfish     ,sport_tshirt,html/resources/sequences_IDs/A/04_clownfish.jpg,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,4,7,2,1,3,2,3,6,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1193.33265,150,left,camel         ,8,3,3,0.937965,1,3,1193.367215,1193.367215,1195.86546,0,72,72,72,1,150,8,5,camel         ,sport_tshirt,html/resources/sequences_IDs/A/03_camel.jpg,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,3,7,1,1,3,2,2,6,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1196.48327,151,left,camel         ,8,3,1,0.580335001,1,1,1196.516715,1196.516715,1199.035905,0,73,73,73,1,151,8,7,camel         ,phone       ,html/resources/sequences_IDs/A/03_camel.jpg,html/resources/sequences_IDs/B/09_phone.jpg,3,9,1,1,4,2,2,7,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.134765,152,left,camel         ,8,3,2,1.03374,1,3,1200.159525,1200.159525,1202.651015,0,74,74,74,1,152,8,6,camel         ,clownfish     ,html/resources/sequences_IDs/A/03_camel.jpg,html/resources/sequences_IDs/A/04_clownfish.jpg,3,4,1,1,2,1,2,3,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1203.2689,153,left,camel         ,8,3,4,0.77357,1,3,1203.302255,1203.302255,1205.801435,0,75,75,75,1,153,8,4,camel         ,satellite_dish,html/resources/sequences_IDs/A/03_camel.jpg,html/resources/sequences_IDs/A/10_satellite_dish.jpg,3,10,1,1,4,2,2,8,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1206.4187,154,right,camel         ,8,3,5,0.909295,1,3,1206.45486,1206.45486,1208.95343,0,76,76,76,1,154,3,8,redfox      ,camel         ,html/resources/sequences_IDs/B/01_redfox.jpg,html/resources/sequences_IDs/A/03_camel.jpg,1,3,1,1,1,1,1,2,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5.486585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1230.730875,155,NaN,No_response,NaN,NaN,NaN,NaN,2,2,1230.95787,1230.95787,1236.441975,0,0,0,0,1,155,8,1,camel         ,parrot      ,html/resources/sequences_IDs/A/03_camel.jpg,html/resources/sequences_IDs/B/05_parrot.jpg,3,5,1,1,2,1,2,4,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1237.54048,156,left,camel         ,8,3,3,0.358535,1,3,1237.563635,1237.563635,1240.046315,0,1,1,1,1,156,8,5,camel         ,sport_tshirt,html/resources/sequences_IDs/A/03_camel.jpg,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,3,7,1,1,3,2,2,6,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1240.65043,157,left,camel         ,8,3,4,0.401734999,1,3,1240.66723,1240.66723,1243.16391,0,2,2,2,1,157,8,4,camel         ,satellite_dish,html/resources/sequences_IDs/A/03_camel.jpg,html/resources/sequences_IDs/A/10_satellite_dish.jpg,3,10,1,1,4,2,2,8,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1243.78121,158,left,phone       ,7,9,4,0.928540001,1,3,1243.80014,1243.80014,1246.29891,0,3,3,3,1,158,7,3,phone       ,redfox      ,html/resources/sequences_IDs/B/09_phone.jpg,html/resources/sequences_IDs/B/01_redfox.jpg,9,1,4,2,1,1,7,1,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1246.91691,159,right,sport_tshirt,5,7,1,1.400475,1,0,1246.935205,1246.935205,1249.43306,0,4,4,4,1,159,4,5,satellite_dish,sport_tshirt,html/resources/sequences_IDs/A/10_satellite_dish.jpg,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,10,7,4,2,3,2,8,6,1,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.53444,160,right,parrot      ,1,5,-2,0.864775,0,3,1250.551855,1250.551855,1253.050625,0,5,5,5,1,160,3,1,redfox      ,parrot      ,html/resources/sequences_IDs/B/01_redfox.jpg,html/resources/sequences_IDs/B/05_parrot.jpg,1,5,1,1,2,1,1,4,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1253.65371,161,right,scarf         ,2,6,-3,0.914065001,0,3,1253.69235,1253.69235,1256.18595,0,6,6,6,1,161,5,2,sport_tshirt,scarf         ,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,html/resources/sequences_IDs/A/06_scarf.jpg,7,6,3,2,3,2,6,5,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1256.804625,162,right,phone       ,7,9,6,1.538539999,1,3,1256.823405,1256.823405,1259.31919,0,7,7,7,1,162,1,7,parrot      ,phone       ,html/resources/sequences_IDs/B/05_parrot.jpg,html/resources/sequences_IDs/B/09_phone.jpg,5,9,2,1,4,2,4,7,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1259.92222,163,right,clownfish     ,6,4,3,0.723465,1,3,1259.959255,1259.959255,1262.454275,0,8,8,8,1,163,3,6,redfox      ,clownfish     ,html/resources/sequences_IDs/B/01_redfox.jpg,html/resources/sequences_IDs/A/04_clownfish.jpg,1,4,1,1,2,1,1,3,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1263.05601,164,right,clownfish     ,6,4,1,0.56076,1,1,1263.07536,1263.07536,1265.57184,0,9,9,9,1,164,5,6,sport_tshirt,clownfish     ,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,html/resources/sequences_IDs/A/04_clownfish.jpg,7,4,3,2,2,1,6,3,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1266.674555,165,right,redfox      ,3,1,-1,1.311865,0,0,1266.71214,1266.71214,1269.206405,0,10,10,10,1,165,4,3,satellite_dish,redfox      ,html/resources/sequences_IDs/A/10_satellite_dish.jpg,html/resources/sequences_IDs/B/01_redfox.jpg,10,1,4,2,1,1,8,1,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1270.308445,166,left,camel         ,8,3,1,0.984585,1,1,1270.342435,1270.342435,1272.83966,0,11,11,11,1,166,8,7,camel         ,phone       ,html/resources/sequences_IDs/A/03_camel.jpg,html/resources/sequences_IDs/B/09_phone.jpg,3,9,1,1,4,2,2,7,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1273.941815,167,left,clownfish     ,6,4,2,0.871075,1,3,1273.9587,1273.9587,1276.45922,0,12,12,12,1,167,6,4,clownfish     ,satellite_dish,html/resources/sequences_IDs/A/04_clownfish.jpg,html/resources/sequences_IDs/A/10_satellite_dish.jpg,4,10,2,1,4,2,3,8,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1277.076105,168,left,clownfish     ,6,4,-1,0.77898,0,0,1277.095375,1277.095375,1279.593715,0,13,13,13,1,168,6,7,clownfish     ,phone       ,html/resources/sequences_IDs/A/04_clownfish.jpg,html/resources/sequences_IDs/B/09_phone.jpg,4,9,2,1,4,2,3,7,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1280.698005,169,right,camel         ,8,3,1,1.38885,1,0,1280.73137,1280.73137,1283.2277,0,14,14,14,1,169,7,8,phone       ,camel         ,html/resources/sequences_IDs/B/09_phone.jpg,html/resources/sequences_IDs/A/03_camel.jpg,9,3,4,2,1,1,7,2,1,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1284.329655,170,right,satellite_dish,4,10,1,1.444585,1,1,1284.36485,1284.36485,1286.86278,0,15,15,15,1,170,3,4,redfox      ,satellite_dish,html/resources/sequences_IDs/B/01_redfox.jpg,html/resources/sequences_IDs/A/10_satellite_dish.jpg,1,10,1,1,4,2,1,8,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1287.96381,171,left,satellite_dish,4,10,3,0.918275,1,3,1287.99939,1287.99939,1290.49715,0,16,16,16,1,171,4,1,satellite_dish,parrot      ,html/resources/sequences_IDs/A/10_satellite_dish.jpg,html/resources/sequences_IDs/B/05_parrot.jpg,10,5,4,2,2,1,8,4,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1291.11483,172,left,camel         ,8,3,2,1.03836,1,3,1291.132165,1291.132165,1293.6309,0,17,17,17,1,172,8,6,camel         ,clownfish     ,html/resources/sequences_IDs/A/03_camel.jpg,html/resources/sequences_IDs/A/04_clownfish.jpg,3,4,1,1,2,1,2,3,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1294.23404,173,right,camel         ,8,3,5,0.67724,1,3,1294.251815,1294.251815,1296.748965,0,18,18,18,1,173,3,8,redfox      ,camel         ,html/resources/sequences_IDs/B/01_redfox.jpg,html/resources/sequences_IDs/A/03_camel.jpg,1,3,1,1,1,1,1,2,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1297.656295,174,left,sport_tshirt,5,7,-1,1.12621,0,1,1297.68404,1297.68404,1300.185455,0,19,19,19,1,174,5,6,sport_tshirt,clownfish     ,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,html/resources/sequences_IDs/A/04_clownfish.jpg,7,4,3,2,2,1,6,3,1,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1301.287575,175,right,satellite_dish,4,10,3,1.16312,1,3,1301.33571,1301.33571,1303.821225,0,20,20,20,1,175,1,4,parrot      ,satellite_dish,html/resources/sequences_IDs/B/05_parrot.jpg,html/resources/sequences_IDs/A/10_satellite_dish.jpg,5,10,2,1,4,2,4,8,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1304.43933,176,left,phone       ,7,9,2,0.65709,1,3,1304.457375,1304.457375,1306.954305,0,21,21,21,1,176,7,5,phone       ,sport_tshirt,html/resources/sequences_IDs/B/09_phone.jpg,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,9,7,4,2,3,2,7,6,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1307.59395,177,left,sport_tshirt,5,7,1,0.743605,1,1,1307.607635,1307.607635,1310.091385,0,22,22,22,1,177,5,4,sport_tshirt,satellite_dish,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,html/resources/sequences_IDs/A/10_satellite_dish.jpg,7,10,3,2,4,2,6,8,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1311.1899,178,NaN,No_response,NaN,NaN,NaN,NaN,2,2,1311.22428,1311.22428,1314.21794,0,23,23,23,1,178,2,6,scarf         ,clownfish     ,html/resources/sequences_IDs/A/06_scarf.jpg,html/resources/sequences_IDs/A/04_clownfish.jpg,6,4,3,2,2,1,5,3,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1315.32189,179,left,satellite_dish,4,10,1,0.66674,1,0,1315.355785,1315.355785,1317.855515,0,24,24,24,1,179,4,3,satellite_dish,redfox      ,html/resources/sequences_IDs/A/10_satellite_dish.jpg,html/resources/sequences_IDs/B/01_redfox.jpg,10,1,4,2,1,1,8,1,1,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1318.95893,180,left,sport_tshirt,5,7,4,0.612165,1,3,1318.975465,1318.975465,1321.53068,0,25,25,25,1,180,5,1,sport_tshirt,parrot      ,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,html/resources/sequences_IDs/B/05_parrot.jpg,7,5,3,2,2,1,6,4,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1322.141485,181,left,phone       ,7,9,6,0.562934999,1,3,1322.184255,1322.184255,1324.67452,0,26,26,26,1,181,7,1,phone       ,parrot      ,html/resources/sequences_IDs/B/09_phone.jpg,html/resources/sequences_IDs/B/05_parrot.jpg,9,5,4,2,2,1,7,4,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1325.276235,182,left,clownfish     ,6,4,-2,0.622485,0,3,1325.293595,1325.293595,1327.793395,0,27,27,27,1,182,6,8,clownfish     ,camel         ,html/resources/sequences_IDs/A/04_clownfish.jpg,html/resources/sequences_IDs/A/03_camel.jpg,4,3,2,1,1,1,3,2,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1328.411495,183,left,parrot      ,1,5,-2,1.083405,0,3,1328.427705,1328.427705,1334.50653,0,28,28,28,1,183,1,3,parrot      ,redfox      ,html/resources/sequences_IDs/B/05_parrot.jpg,html/resources/sequences_IDs/B/01_redfox.jpg,5,1,2,1,1,1,4,1,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1337.408135,184,NaN,No_response,NaN,NaN,NaN,NaN,2,2,1340.415045,1340.415045,1344.37716,0,29,29,29,1,184,1,8,parrot      ,camel         ,html/resources/sequences_IDs/B/05_parrot.jpg,html/resources/sequences_IDs/A/03_camel.jpg,5,3,2,1,1,1,4,2,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1345.467675,185,left,redfox      ,3,1,-1,0.79858,0,0,1345.50483,1345.50483,1348.00037,0,30,30,30,1,185,3,4,redfox      ,satellite_dish,html/resources/sequences_IDs/B/01_redfox.jpg,html/resources/sequences_IDs/A/10_satellite_dish.jpg,1,10,1,1,4,2,1,8,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1349.102995,186,left,clownfish     ,6,4,3,0.56553,1,3,1349.12078,1349.12078,1351.61689,0,31,31,31,1,186,6,3,clownfish     ,redfox      ,html/resources/sequences_IDs/A/04_clownfish.jpg,html/resources/sequences_IDs/B/01_redfox.jpg,4,1,2,1,1,1,3,1,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1352.218035,187,right,camel         ,8,3,3,0.766555,1,3,1352.235245,1352.235245,1354.735285,0,32,32,32,1,187,5,8,sport_tshirt,camel         ,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,html/resources/sequences_IDs/A/03_camel.jpg,7,3,3,2,1,1,6,2,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1355.353515,188,left,sport_tshirt,5,7,2,0.772325,1,3,1355.369665,1355.369665,1357.869155,0,33,33,33,1,188,5,3,sport_tshirt,redfox      ,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,html/resources/sequences_IDs/B/01_redfox.jpg,7,1,3,2,1,1,6,1,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1358.47292,189,left,satellite_dish,4,10,1,0.84583,1,1,1358.510355,1358.510355,1361.00619,0,34,34,34,1,189,4,3,satellite_dish,redfox      ,html/resources/sequences_IDs/A/10_satellite_dish.jpg,html/resources/sequences_IDs/B/01_redfox.jpg,10,1,4,2,1,1,8,1,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1362.10603,190,left,clownfish     ,6,4,5,0.73044,1,3,1362.142705,1362.142705,1364.63847,0,35,35,35,1,190,6,1,clownfish     ,parrot      ,html/resources/sequences_IDs/A/04_clownfish.jpg,html/resources/sequences_IDs/B/05_parrot.jpg,4,5,2,1,2,1,3,4,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1365.310985,191,right,satellite_dish,4,10,-3,1.015825001,0,3,1365.34271,1365.34271,1367.840815,0,36,36,36,1,191,7,4,phone       ,satellite_dish,html/resources/sequences_IDs/B/09_phone.jpg,html/resources/sequences_IDs/A/10_satellite_dish.jpg,9,10,4,2,4,2,7,8,0,46,,,,,,,,,,,,,,,,,,,,
,,,,,46,2020-07-04_15h47.08.301,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1368.45657,192,left,clownfish     ,6,4,1,1.386055,1,1,1368.47619,1368.47619,1370.99007,0,37,37,37,1,192,6,5,clownfish     ,sport_tshirt,html/resources/sequences_IDs/A/04_clownfish.jpg,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,4,7,2,1,3,2,3,6,0,46,,,,,,,,,,,,,,,,,,,,
